system:index,mean,.geo
761,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.369355602511746,-9.65652885665858]}"
762,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.27397436040777,-9.667182986547777]}"
763,0.92,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.40272364509051,-9.581478596506303]}"
764,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.409591151075595,-9.671165479969973]}"
765,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.349487980505565,-9.674931585601088]}"
766,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.37392665149344,-9.651667269609442]}"
767,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.361673743711776,-9.594038518202849]}"
768,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.25398082204917,-9.636524416686232]}"
769,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.24749265976007,-9.599334866605096]}"
770,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.1682499547151,-9.585756933501681]}"
771,0.82,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.354913896493144,-9.690439733738463]}"
772,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.27311223397379,-9.57626459999926]}"
773,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32630760649737,-9.638056648973976]}"
774,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.23676323204861,-9.687219758632306]}"
775,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.379244239286464,-9.661348389285305]}"
776,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.179519835100095,-9.588364562137167]}"
777,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31157338370949,-9.679595879528303]}"
778,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.25202702064971,-9.606748251371387]}"
779,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.22285017257708,-9.574631138602554]}"
780,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.24008518629657,-9.675276533596474]}"
781,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.28750884873531,-9.61226694742748]}"
782,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.263409407698155,-9.691318836947564]}"
783,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.37896577999355,-9.591624699866973]}"
784,0.6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38099067884757,-9.57618043651546]}"
785,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31554281534692,-9.602248869592376]}"
786,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.18964109743685,-9.595577114871462]}"
787,0.12,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.411243911600536,-9.6277244234789]}"
788,0.67,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.2723671635874,-9.583610061733134]}"
789,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38255402821317,-9.597291512897632]}"
790,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26634500448603,-9.632733245111691]}"
791,0.18,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32614972682881,-9.580523900003074]}"
792,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.171994530452935,-9.593883575467048]}"
793,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.285311185505336,-9.633208620839435]}"
794,0.85,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.41142577985226,-9.590497909764947]}"
795,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.429887583014015,-9.65895032141619]}"
796,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31067169089482,-9.593039297370783]}"
797,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19684941541984,-9.604431893932617]}"
798,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.17862136187077,-9.634693834640583]}"
799,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.16077329427478,-9.582196020872603]}"
800,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31806962189237,-9.581422582471394]}"
801,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19942646802972,-9.656714055888687]}"
802,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.315456174062625,-9.604369240302812]}"
803,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.201617470680475,-9.679912921723359]}"
804,0.94,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.324359314423695,-9.580569111752714]}"
805,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.265351087987895,-9.6384583875653]}"
806,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.152206516816484,-9.625165616103404]}"
807,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32408757080902,-9.655982960734816]}"
808,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.21717827341558,-9.65367322934846]}"
809,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38511433590079,-9.689902071423614]}"
810,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19465356130294,-9.580909736350682]}"
811,0.95,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.40632501155478,-9.608739619193884]}"
812,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.34429623031084,-9.646050060242226]}"
813,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38815487098134,-9.664684111919048]}"
814,0.96,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.33375183926485,-9.666769931525472]}"
815,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.40650361478822,-9.653991044003416]}"
816,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.42998667820583,-9.685585146587805]}"
817,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.21569162264905,-9.645312423362524]}"
818,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.275036866403106,-9.658867811998217]}"
819,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.158840022117964,-9.593965605266792]}"
820,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.18685000211149,-9.634904419563455]}"
821,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.18667394422166,-9.63374850995081]}"
822,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.16393720942388,-9.679784065823654]}"
823,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.173945820706656,-9.657807829266487]}"
824,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.23742969698886,-9.594344240531665]}"
825,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26927830190899,-9.653574969362209]}"
826,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.253061589181854,-9.660108634297025]}"
827,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.29199545304469,-9.580949870293349]}"
828,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.25193879678027,-9.66776338514517]}"
829,0.82,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.36494066465863,-9.680689211688573]}"
830,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38922359802323,-9.579404674063229]}"
831,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.189832933597536,-9.674165127510173]}"
832,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31917112883783,-9.679311566701339]}"
833,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.286538249808025,-9.594714893735548]}"
834,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.357683064465114,-9.685072665124105]}"
835,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31222742232249,-9.653749655347006]}"
836,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.27636255058381,-9.649562477381961]}"
837,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.4233429985266,-9.623240081085422]}"
838,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.180546038648366,-9.656982239341696]}"
839,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.282499753199616,-9.60166611613634]}"
840,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.22293838309842,-9.574377125882775]}"
841,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.18156647709516,-9.601921435919772]}"
842,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.33649457688502,-9.58152117198973]}"
843,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.27729023219104,-9.647560414677564]}"
844,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.16597686748318,-9.600578011817493]}"
845,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.249317172204485,-9.597316749454503]}"
846,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.29176103719054,-9.58668453729288]}"
847,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.230276274842275,-9.636637616838556]}"
848,0.82,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.23888842928607,-9.619731316601499]}"
849,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.242548998226596,-9.585878215217733]}"
850,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.427959451785014,-9.593874028716414]}"
851,0.54,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.42584314540794,-9.659092248588536]}"
852,0.71,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.20823082380339,-9.616926155495547]}"
853,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32491185564956,-9.642037256013754]}"
854,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.37725824658919,-9.608553723956854]}"
855,0.98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.28989583635952,-9.677694670102204]}"
856,0.71,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.21821185377213,-9.615765136636979]}"
857,0.76,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.42014741156116,-9.623080155699967]}"
858,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.24021226735808,-9.672944660271241]}"
859,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.39239478646894,-9.57753478314714]}"
860,0.94,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26980465340048,-9.62173360801482]}"
861,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.277421626795565,-9.58834454522019]}"
862,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.1656098779511,-9.61623419609071]}"
863,0.71,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.208527362569164,-9.61736268203419]}"
864,0.49,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.3366099647008,-9.655632598960313]}"
865,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.15422304607005,-9.683376768021517]}"
866,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.256665622629484,-9.643302447484336]}"
867,0.71,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26827964002384,-9.613164179469633]}"
868,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32756552346519,-9.61006933309103]}"
869,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.345120253523866,-9.64059001992074]}"
870,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19302323117677,-9.665412895175473]}"
871,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38795782625681,-9.594675866736702]}"
872,0.9,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31789410837129,-9.612177147478453]}"
873,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.39908109779144,-9.643281978487938]}"
874,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.34018800778201,-9.583720982336784]}"
875,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.377660934722705,-9.58915709542598]}"
876,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.261624350169804,-9.615486719925702]}"
877,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.42173851107281,-9.617240696780849]}"
878,0.31,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.324400607282755,-9.59060220386326]}"
879,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32133919211945,-9.632780466196746]}"
880,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.22528272529403,-9.65116004403508]}"
881,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.22351629870786,-9.599850603065464]}"
882,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.211921271569665,-9.687967470764308]}"
883,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38362102076436,-9.572918350078437]}"
884,0.86,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.3481999421953,-9.628303777497793]}"
885,0.95,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26409383078386,-9.630997354321146]}"
886,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.2254350435609,-9.668972646980412]}"
887,0.95,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.23293115546211,-9.57919363092744]}"
888,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.2464670113445,-9.583623365421401]}"
889,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.41513056788061,-9.579264826237509]}"
890,0.51,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32316621918966,-9.656046718807067]}"
891,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.295703351416165,-9.61245534301418]}"
892,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.37765758650332,-9.601605680920851]}"
893,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.178371140964,-9.684618027678395]}"
894,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.159559633507605,-9.671940081437542]}"
895,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.169864205208434,-9.641907879895092]}"
896,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.42654272632397,-9.629905746346578]}"
897,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.30298486542598,-9.638471690709352]}"
898,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.260597971941586,-9.593020532151334]}"
899,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.20445376490191,-9.617276398441843]}"
900,0.82,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.314823348412254,-9.658824604239381]}"
901,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.25969601299375,-9.691752105373626]}"
902,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.24650114174299,-9.642376848214434]}"
903,0.82,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.404424473372934,-9.680745361749405]}"
904,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.33016899475949,-9.68516820469188]}"
905,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.198399225153224,-9.574508868388023]}"
906,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.154833153069134,-9.607955283782312]}"
907,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.3676514324629,-9.617895345958368]}"
908,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.27825912322471,-9.689796023770324]}"
909,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.350783549498374,-9.650612105533241]}"
910,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26833022972623,-9.593952128914978]}"
911,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.264658747652966,-9.655084590380477]}"
912,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.303954684268724,-9.621514617628996]}"
913,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.212232579031706,-9.633034866423307]}"
914,0.62,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.20437961704524,-9.65810936826532]}"
915,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.35959862404902,-9.640127417133595]}"
916,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.255375881833345,-9.634699803474382]}"
917,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.36897600730218,-9.617609214495479]}"
918,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.37461194739539,-9.67311953504554]}"
919,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.204592020686384,-9.675040452348938]}"
920,0.55,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.409468125231996,-9.571793195139767]}"
921,0.63,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.21225376903693,-9.617135960962615]}"
922,0.98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.16837355418746,-9.654032648873628]}"
923,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.15293316968101,-9.590913599350161]}"
924,0.81,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.33890641554445,-9.621006670388581]}"
925,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.212246418639644,-9.671764846646075]}"
926,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19534082275223,-9.687160461897175]}"
927,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.33118312280474,-9.684278795141086]}"
928,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.27874721986078,-9.594171610053253]}"
929,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.3918471735481,-9.644883289521955]}"
930,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.15686996482176,-9.612314380792165]}"
931,0.77,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.382517454538394,-9.657856484515753]}"
932,0.55,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.34817436609926,-9.656971818948094]}"
933,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38426322214325,-9.600771171925988]}"
934,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.214861279240125,-9.676408071237827]}"
935,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.213051288591295,-9.574172352529775]}"
936,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.23516234660315,-9.631995800129507]}"
937,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.40792216821674,-9.641028053951318]}"
938,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.37780236158601,-9.625015141088248]}"
939,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.285883412814826,-9.689945148324137]}"
940,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.23186266737114,-9.6776693069826]}"
941,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.33687984285434,-9.601894462614343]}"
942,0.72,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.417706906542925,-9.628555919982908]}"
943,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.30358723618355,-9.652977681303868]}"
944,0.96,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.33085736534239,-9.574847864099528]}"
945,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.18638357455106,-9.580185192538993]}"
946,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.22941626132321,-9.592878390243873]}"
947,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.176206763048384,-9.681484853454574]}"
948,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26706908064123,-9.577427711695494]}"
949,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.15170898495219,-9.595266582516436]}"
950,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32217276160466,-9.621925941219407]}"
951,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.424525584283366,-9.638627026728097]}"
952,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.404206212971765,-9.64423607776377]}"
953,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.303688083945126,-9.598299525614024]}"
954,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.25462413114707,-9.651296882089174]}"
955,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.28514076134242,-9.59342417428526]}"
956,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.39978304518047,-9.603172830919558]}"
957,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.15248004500157,-9.58323921653223]}"
958,0.94,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.28705276225189,-9.644134919340512]}"
959,0.51,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.34770532950894,-9.664504822064242]}"
960,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.25235419198718,-9.630632817756036]}"
961,0.6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.332599546118324,-9.617683683328515]}"
962,0.95,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32440351079656,-9.623703309270894]}"
963,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.22402580441537,-9.65857982973093]}"
964,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.30332104568538,-9.666282247137877]}"
965,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.42990460308022,-9.673502920472115]}"
966,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.18960425559206,-9.607471309567758]}"
967,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.220969412657915,-9.63104530352563]}"
968,0.82,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.28702564592459,-9.658409713715665]}"
969,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.41029647779465,-9.604228687746808]}"
970,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.30171544307976,-9.609175717118791]}"
971,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26120521357755,-9.594389855083511]}"
972,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.41873270732849,-9.681886034617298]}"
973,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.23207188040076,-9.605507413266832]}"
974,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.40222291354473,-9.626816640881493]}"
975,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.402883686587764,-9.641594091841268]}"
976,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.2521078871773,-9.652970637519639]}"
977,0.84,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.42490162203375,-9.573098734271849]}"
978,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.403113228892146,-9.663226082200085]}"
979,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.188509306342674,-9.659498237460168]}"
980,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.287335064430295,-9.588568998552487]}"
981,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.15822362431087,-9.687632845596417]}"
982,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.30143024311914,-9.64097389968628]}"
983,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.21487977306286,-9.583183024257409]}"
984,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32518608643706,-9.631938284933058]}"
985,0.95,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.265081184984076,-9.603956050991972]}"
986,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.18934179672436,-9.625023272475593]}"
987,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.22052541587487,-9.688725677939887]}"
988,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.41181755877558,-9.59032553854557]}"
989,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32355995470167,-9.646174594675532]}"
990,0.82,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31883064017863,-9.65619649000926]}"
991,0.49,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.37688528131788,-9.631195257168974]}"
992,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.214998965628965,-9.572636383503855]}"
993,0.94,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.25222465406502,-9.621375747997925]}"
994,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.17336167882881,-9.688908471848357]}"
995,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.4287098168933,-9.649822173394345]}"
996,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32789086366251,-9.67071868651275]}"
997,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.385918130490076,-9.661974584303529]}"
998,0.94,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.28525767974861,-9.576621647298673]}"
999,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.15332238298697,-9.602277847892013]}"
